id,hashtag,timestamp,like_count,comments_count,engagement,hour,time_of_day,day_of_week,cluster
61614665953844185_9935056257,#GalaxyS25,2024-12-16 21:00:00,176,5,181,21,evening,Monday,0
92208985207623673_9659063276,#GalaxyS25,2025-02-17 00:00:00,1079,23,1102,0,night,Monday,1
84598890654900000_5051594217,#GalaxyS25,2025-02-10 19:00:00,394,14,408,19,evening,Monday,1
80512112647739909_2754718315,#GalaxyS25,2025-01-12 08:00:00,140,2,142,8,morning,Sunday,0
99106671783152227_7725293733,#GalaxyS25,2025-02-03 09:00:00,78,1,79,9,morning,Monday,0
84921158130117707_8266193536,#GalaxyS25,2024-12-16 23:00:00,51,0,51,23,evening,Monday,0
41605526570019362_0806443228,#GalaxyS25,2025-01-26 22:00:00,707,15,722,22,evening,Sunday,1
00264042198948472_6559115013,#GalaxyS25,2025-02-02 21:00:00,83,3,86,21,evening,Sunday,0
20769860267062171_1218847264,#GalaxyS25,2025-01-28 08:00:00,511,15,526,8,morning,Tuesday,1
95694601088575582_7945812941,#GalaxyS25,2024-12-19 16:00:00,355,0,355,16,afternoon,Thursday,0
17011617687067731_9841968948,#GalaxyS25,2025-01-13 19:00:00,176,3,179,19,evening,Monday,0
15506556916992743_5574551179,#GalaxyS25,2024-12-14 00:00:00,154,6,160,0,night,Saturday,0
09341726374449285_3734529557,#GalaxyS25,2025-01-26 10:00:00,81,1,82,10,morning,Sunday,0
00452387401013919_1642643898,#GalaxyS25,2025-02-17 22:00:00,59,2,61,22,evening,Monday,0
71619147276097207_7218809361,#GalaxyS25,2025-02-12 07:00:00,99,1,100,7,morning,Wednesday,0
65520525738819325_0725033261,#GalaxyS25,2025-02-06 14:00:00,352,11,363,14,afternoon,Thursday,0
61093623568719561_3723670365,#GalaxyS25,2024-12-26 20:00:00,423,7,430,20,evening,Thursday,1
29686326993979335_0938110920,#GalaxyS25,2025-01-31 13:00:00,112,7,119,13,afternoon,Friday,0
38832543957266042_3601576048,#GalaxyS25,2024-12-18 19:00:00,396,12,408,19,evening,Wednesday,1
64445410773907398_1936215230,#GalaxyS25,2025-02-06 21:00:00,204,7,211,21,evening,Thursday,0
08852217249757938_9154473318,#GalaxyS25,2024-12-24 09:00:00,273,9,282,9,morning,Tuesday,0
50897681355480878_1145415538,#GalaxyS25,2025-01-09 03:00:00,123,2,125,3,night,Thursday,0
83463334991647826_1790244854,#GalaxyS25,2024-12-30 14:00:00,148,0,148,14,afternoon,Monday,0
23152000486313046_7148035925,#GalaxyS25,2025-02-07 04:00:00,0,1,1,4,night,Friday,0
30648163133187690_4011867790,#GalaxyS25,2025-02-21 00:00:00,446,17,463,0,night,Friday,1
54033424398691121_8591069186,#GalaxyS25,2025-02-13 13:00:00,48,0,48,13,afternoon,Thursday,0
53191801955064205_2410469822,#GalaxyS25,2024-12-15 04:00:00,177,3,180,4,night,Sunday,0
98014460648942859_8045454857,#GalaxyS25,2025-02-03 23:00:00,243,5,248,23,evening,Monday,0
12082195903076464_1722517411,#GalaxyS25,2025-01-27 18:00:00,350,22,372,18,evening,Monday,0
92657645304725753_2428070514,#GalaxyS25,2025-01-29 08:00:00,384,9,393,8,morning,Wednesday,1
35896107870626612_8925187175,#GalaxyS25,2025-02-03 16:00:00,330,8,338,16,afternoon,Monday,0
07736319666383049_9086407627,#GalaxyS25,2025-01-08 05:00:00,75,3,78,5,night,Wednesday,0
47825379061680868_8374009473,#GalaxyS25,2025-01-03 13:00:00,57,2,59,13,afternoon,Friday,0
64796112854417682_4063739118,#GalaxyS25,2024-12-19 13:00:00,424,10,434,13,afternoon,Thursday,1
90664616690619882_9063018661,#GalaxyS25,2025-02-16 13:00:00,1050,35,1085,13,afternoon,Sunday,1
41308615326861988_0233419087,#GalaxyS25,2025-02-21 17:00:00,90,2,92,17,afternoon,Friday,0
68142797045749998_1714846415,#GalaxyS25,2024-11-25 22:00:00,282,8,290,22,evening,Monday,0
72635663570982997_1772723788,#GalaxyS25,2024-12-07 03:00:00,457,15,472,3,night,Saturday,1
47387342513536630_0838384564,#GalaxyS25,2025-01-20 07:00:00,63,0,63,7,morning,Monday,0
50636384203434821_3006530217,#GalaxyS25,2024-11-24 12:00:00,402,16,418,12,afternoon,Sunday,1
63427334269612764_9051553866,#GalaxyS25,2024-12-11 07:00:00,332,10,342,7,morning,Wednesday,0
87496368279426821_5724455041,#GalaxyS25,2024-12-21 08:00:00,76,2,78,8,morning,Saturday,0
71732562582250024_0754428453,#GalaxyS25,2025-02-04 13:00:00,98,2,100,13,afternoon,Tuesday,0
20050686011515145_3357016115,#GalaxyS25,2024-11-30 12:00:00,69,0,69,12,afternoon,Saturday,0
64899979143836642_8128786293,#GalaxyS25,2024-12-19 22:00:00,1071,18,1089,22,evening,Thursday,1
02929541068950471_5417585603,#GalaxyS25,2025-02-12 13:00:00,202,0,202,13,afternoon,Wednesday,0
68042037078872166_4650531137,#GalaxyS25,2025-01-03 12:00:00,219,11,230,12,afternoon,Friday,0
50434157909492798_3503597158,#GalaxyS25,2024-12-26 09:00:00,110,1,111,9,morning,Thursday,0
51033361342334724_3416419814,#GalaxyS25,2024-12-23 04:00:00,206,7,213,4,night,Monday,0
51559252942634314_7471988841,#GalaxyS25,2025-02-11 13:00:00,30,1,31,13,afternoon,Tuesday,0
00990364299953993_6096433981,#GalaxyS25,2025-02-20 08:00:00,114,7,121,8,morning,Thursday,0
36690273896596124_3742707950,#GalaxyS25,2024-12-13 00:00:00,584,19,603,0,night,Friday,1
73715430975035239_0574650197,#GalaxyS25,2025-01-08 16:00:00,66,0,66,16,afternoon,Wednesday,0
86951487597533877_1290781678,#GalaxyS25,2024-12-11 12:00:00,150,5,155,12,afternoon,Wednesday,0
76974126217757562_9777127022,#GalaxyS25,2025-02-07 21:00:00,335,8,343,21,evening,Friday,0
75854887277915456_8157048032,#GalaxyS25,2025-01-23 19:00:00,307,12,319,19,evening,Thursday,0
29696526162885836_7142486478,#GalaxyS25,2024-12-28 19:00:00,282,5,287,19,evening,Saturday,0
73795948304741809_6200195876,#GalaxyS25,2025-01-10 08:00:00,143,6,149,8,morning,Friday,0
71227890149674111_8621437910,#GalaxyS25,2025-01-22 00:00:00,285,9,294,0,night,Wednesday,0
73944589815781687_9778546867,#GalaxyS25,2025-01-11 06:00:00,49,2,51,6,morning,Saturday,0
17322675228830996_8780843816,#GalaxyS25,2025-01-31 22:00:00,89,4,93,22,evening,Friday,0
68667525795164003_3869844951,#GalaxyS25,2025-02-20 12:00:00,180,11,191,12,afternoon,Thursday,0
53733586316926906_9213873069,#GalaxyS25,2025-02-16 14:00:00,485,13,498,14,afternoon,Sunday,1
02366318035519270_7959528763,#GalaxyS25,2025-01-24 16:00:00,61,0,61,16,afternoon,Friday,0
41091794044738792_3715971165,#GalaxyS25,2025-01-23 03:00:00,177,7,184,3,night,Thursday,0
96402308650493795_8502024200,#GalaxyS25,2024-11-27 07:00:00,248,6,254,7,morning,Wednesday,0
63716364067045722_6792861111,#GalaxyS25,2025-01-11 19:00:00,19,0,19,19,evening,Saturday,0
83419165665007197_6666615432,#GalaxyS25,2024-12-06 23:00:00,106,4,110,23,evening,Friday,0
06477069684736496_9967894219,#GalaxyS25,2024-11-25 19:00:00,413,14,427,19,evening,Monday,1
18374007913304486_9323085645,#GalaxyS25,2024-12-21 13:00:00,281,7,288,13,afternoon,Saturday,0
62380726643757779_4318438605,#GalaxyS25,2025-01-14 08:00:00,584,23,607,8,morning,Tuesday,1
01786427783955133_8546484851,#GalaxyS25,2025-01-11 20:00:00,155,3,158,20,evening,Saturday,0
34282619934582806_3903425415,#GalaxyS25,2025-01-15 02:00:00,190,7,197,2,night,Wednesday,0
65730803336767959_8141926774,#GalaxyS25,2024-12-11 23:00:00,143,5,148,23,evening,Wednesday,0
22649689388646001_4321844361,#GalaxyS25,2025-02-18 16:00:00,26,0,26,16,afternoon,Tuesday,0
87016149130787632_1716414747,#GalaxyS25,2025-01-08 13:00:00,241,5,246,13,afternoon,Wednesday,0
69085270193169028_5369166906,#GalaxyS25,2025-02-05 19:00:00,225,5,230,19,evening,Wednesday,0
61399127173722928_9755972796,#GalaxyS25,2025-02-11 00:00:00,361,0,361,0,night,Tuesday,0
90202205710269395_0184780479,#GalaxyS25,2025-01-06 04:00:00,156,5,161,4,night,Monday,0
32391880927661319_7631854628,#GalaxyS25,2024-12-05 15:00:00,0,1,1,15,afternoon,Thursday,0
23184996882550891_6331335152,#GalaxyS25,2024-12-26 12:00:00,50,1,51,12,afternoon,Thursday,0
92033962299438414_3164140689,#GalaxyS25,2024-12-31 18:00:00,205,6,211,18,evening,Tuesday,0
15271414411178743_0325829047,#GalaxyS25,2025-01-09 04:00:00,204,8,212,4,night,Thursday,0
47798704403216846_7630183616,#GalaxyS25,2024-11-30 05:00:00,250,8,258,5,night,Saturday,0
68686582888879796_7212442767,#GalaxyS25,2024-12-25 08:00:00,201,0,201,8,morning,Wednesday,0
58771094613741158_3026197993,#GalaxyS25,2025-01-12 02:00:00,142,2,144,2,night,Sunday,0
45943315854772035_1450556671,#GalaxyS25,2024-12-18 02:00:00,23,1,24,2,night,Wednesday,0
56022097478369982_4589641372,#GalaxyS25,2025-01-12 15:00:00,143,6,149,15,afternoon,Sunday,0
37114824849733628_3316243022,#GalaxyS25,2024-12-24 12:00:00,290,6,296,12,afternoon,Tuesday,0
87508193806932114_8125557436,#GalaxyS25,2025-01-06 06:00:00,224,7,231,6,morning,Monday,0
67922910317945672_4093278639,#GalaxyS25,2025-02-08 06:00:00,138,3,141,6,morning,Saturday,0
97558012993925901_4214816959,#GalaxyS25,2025-01-31 03:00:00,1475,41,1516,3,night,Friday,2
26447787794987963_6051311179,#GalaxyS25,2025-01-31 10:00:00,164,2,166,10,morning,Friday,0
13102808794837904_1035099947,#GalaxyS25,2024-11-27 16:00:00,59,0,59,16,afternoon,Wednesday,0
95030370686300978_5596777611,#GalaxyS25,2024-12-07 01:00:00,341,0,341,1,night,Saturday,0
79433430834307867_2388869025,#GalaxyS25,2024-11-28 20:00:00,63,0,63,20,evening,Thursday,0
48264741335010692_1304392350,#GalaxyS25,2025-02-08 00:00:00,212,5,217,0,night,Saturday,0
65810471631587520_7040755030,#GalaxyS25,2025-01-06 05:00:00,81,2,83,5,night,Monday,0
76209854159497178_7009272878,#GalaxyS25,2025-01-26 07:00:00,553,10,563,7,morning,Sunday,1
60438480375324794_7782830235,#GalaxyS25,2024-12-19 17:00:00,411,10,421,17,afternoon,Thursday,1
54895001058667968_0190407590,#GalaxyS25,2024-12-17 21:00:00,89,1,90,21,evening,Tuesday,0
43239171868022019_6041755620,#GalaxyS25,2024-11-25 14:00:00,549,19,568,14,afternoon,Monday,1
21390091521857842_7505803509,#GalaxyS25,2025-01-14 12:00:00,69,1,70,12,afternoon,Tuesday,0
16130712884119580_8210817194,#GalaxyS25,2025-01-14 07:00:00,140,3,143,7,morning,Tuesday,0
65904963151462094_8853172746,#GalaxyS25,2024-11-24 16:00:00,820,0,820,16,afternoon,Sunday,1
41940312345031811_6768617469,#GalaxyS25,2025-01-06 20:00:00,119,2,121,20,evening,Monday,0
60914040670045538_9558528813,#GalaxyS25,2025-01-03 10:00:00,261,2,263,10,morning,Friday,0
76022259462303140_4859309598,#GalaxyS25,2024-12-16 15:00:00,40,1,41,15,afternoon,Monday,0
10283169688907346_9731359282,#GalaxyS25,2024-12-23 16:00:00,53,4,57,16,afternoon,Monday,0
33400229287172348_3135873366,#GalaxyS25,2024-12-24 16:00:00,216,5,221,16,afternoon,Tuesday,0
24270315168626682_7719825748,#GalaxyS25,2025-01-22 12:00:00,243,7,250,12,afternoon,Wednesday,0
20574533044760966_7121981847,#GalaxyS25,2024-11-26 22:00:00,0,5,5,22,evening,Tuesday,0
30212222057049126_4164029249,#GalaxyS25,2024-12-03 09:00:00,68,2,70,9,morning,Tuesday,0
24955384870343576_8942081341,#GalaxyS25,2025-02-02 11:00:00,241,10,251,11,morning,Sunday,0
93697589646487323_6880630268,#GalaxyS25,2025-01-29 14:00:00,148,3,151,14,afternoon,Wednesday,0
62627335595431993_2725366863,#GalaxyS25,2024-12-16 10:00:00,75,1,76,10,morning,Monday,0
26272832032072150_7713885284,#GalaxyS25,2025-01-21 10:00:00,228,6,234,10,morning,Tuesday,0
24150458984898492_6496805660,#GalaxyS25,2025-01-04 13:00:00,195,1,196,13,afternoon,Saturday,0
77385729693159928_4996537104,#GalaxyS25,2024-12-13 05:00:00,358,13,371,5,night,Friday,0
60813642596384453_2241765915,#GalaxyS25,2024-12-20 12:00:00,224,5,229,12,afternoon,Friday,0
43114476682959338_6817250685,#GalaxyS25,2025-02-13 08:00:00,161,7,168,8,morning,Thursday,0
33958609753306822_4992785423,#GalaxyS25,2025-02-15 00:00:00,51,1,52,0,night,Saturday,0
58210970914260414_8038675253,#GalaxyS25,2025-02-19 10:00:00,65,0,65,10,morning,Wednesday,0
71319832248787841_6997839278,#GalaxyS25,2024-12-31 08:00:00,189,4,193,8,morning,Tuesday,0
81702132630461709_5300361026,#GalaxyS25,2025-01-18 07:00:00,54,3,57,7,morning,Saturday,0
93782593324629455_1082686899,#GalaxyS25,2024-12-10 21:00:00,301,14,315,21,evening,Tuesday,0
70077335572103471_4240621204,#GalaxyS25,2025-01-12 19:00:00,111,4,115,19,evening,Sunday,0
70821858434083169_9543725964,#GalaxyS25,2025-01-02 09:00:00,150,8,158,9,morning,Thursday,0
44199454672483048_4340042398,#GalaxyS25,2025-01-25 23:00:00,148,4,152,23,evening,Saturday,0
50542683437290853_9989927437,#GalaxyS25,2024-11-24 06:00:00,145,3,148,6,morning,Sunday,0
59995447964311268_3808087804,#GalaxyS25,2024-12-25 13:00:00,541,16,557,13,afternoon,Wednesday,1
75261326118103619_8116378011,#GalaxyS25,2025-02-17 07:00:00,670,20,690,7,morning,Monday,1
59757531228307343_3233300146,#GalaxyS25,2025-01-16 13:00:00,37,4,41,13,afternoon,Thursday,0
78080586312035550_1042595968,#GalaxyS25,2024-12-01 11:00:00,126,3,129,11,morning,Sunday,0
94607213485854700_3153949503,#GalaxyS25,2025-01-06 14:00:00,375,8,383,14,afternoon,Monday,0
18931488476394651_6475922152,#GalaxyS25,2025-01-29 03:00:00,212,0,212,3,night,Wednesday,0
41385960476075548_0388441292,#GalaxyS25,2024-12-16 16:00:00,260,5,265,16,afternoon,Monday,0
03607412778512163_3374140777,#GalaxyS25,2025-02-21 04:00:00,90,4,94,4,night,Friday,0
66751125584198529_2898696048,#GalaxyS25,2024-12-21 08:00:00,77,2,79,8,morning,Saturday,0
94343036346352246_3668037631,#GalaxyS25,2025-01-26 03:00:00,92,2,94,3,night,Sunday,0
04011915677185928_2735753509,#GalaxyS25,2025-01-04 16:00:00,156,2,158,16,afternoon,Saturday,0
51203738744484311_7354035162,#GalaxyS25,2024-12-10 06:00:00,151,6,157,6,morning,Tuesday,0
26901202531758158_6682147729,#GalaxyS25,2025-01-03 18:00:00,120,4,124,18,evening,Friday,0
16437028933834525_6432033013,#GalaxyS25,2024-11-30 11:00:00,41,0,41,11,morning,Saturday,0
12797374519998290_6609669840,#GalaxyS25,2025-01-28 02:00:00,439,21,460,2,night,Tuesday,1
50024818239180613_3928455937,#GalaxyS25,2025-02-12 21:00:00,21,2,23,21,evening,Wednesday,0
09626584685851769_1930613131,#GalaxyS25,2024-12-04 06:00:00,33,1,34,6,morning,Wednesday,0
26555617129009514_0963289600,#GalaxyS25,2025-01-23 00:00:00,243,10,253,0,night,Thursday,0
37115047645244920_8703718354,#GalaxyS25,2024-11-25 04:00:00,18,1,19,4,night,Monday,0
55056353239119247_0623927724,#GalaxyS25,2025-01-28 10:00:00,320,9,329,10,morning,Tuesday,0
65901489957227911_8105264778,#GalaxyS25,2025-01-21 19:00:00,696,0,696,19,evening,Tuesday,1
77541194194206002_6455051667,#GalaxyS25,2025-02-05 07:00:00,212,3,215,7,morning,Wednesday,0
30380975950585418_7419067392,#GalaxyS25,2025-02-14 18:00:00,232,8,240,18,evening,Friday,0
82964892640382468_4716015385,#GalaxyS25,2024-12-22 12:00:00,64,2,66,12,afternoon,Sunday,0
30649021070151951_2417567917,#GalaxyS25,2025-02-18 19:00:00,191,3,194,19,evening,Tuesday,0
10833515696727198_0852017799,#GalaxyS25,2025-01-31 10:00:00,54,0,54,10,morning,Friday,0
44240197857009964_7442937657,#GalaxyS25,2025-01-09 12:00:00,168,2,170,12,afternoon,Thursday,0
09539376662166159_3849700477,#GalaxyS25,2024-12-11 14:00:00,438,13,451,14,afternoon,Wednesday,1
59925248152345268_2800576090,#GalaxyS25,2025-01-08 11:00:00,162,4,166,11,morning,Wednesday,0
88379261512570845_9772113889,#GalaxyS25,2025-01-02 19:00:00,279,8,287,19,evening,Thursday,0
36719213048427461_0825836291,#GalaxyS25,2025-02-21 07:00:00,1794,48,1842,7,morning,Friday,2
02201059223486210_4797604550,#GalaxyS25,2025-02-10 10:00:00,484,16,500,10,morning,Monday,1
74308210786408290_1194406299,#GalaxyS25,2025-01-03 18:00:00,176,4,180,18,evening,Friday,0
73708358341002779_2551563547,#GalaxyS25,2025-02-19 16:00:00,63,0,63,16,afternoon,Wednesday,0
52109608932873416_9602794765,#GalaxyS25,2024-12-12 11:00:00,96,0,96,11,morning,Thursday,0
31874650231207970_3296696964,#GalaxyS25,2024-12-03 14:00:00,413,8,421,14,afternoon,Tuesday,1
33159910026552013_7537488197,#GalaxyS25,2024-11-28 01:00:00,43,3,46,1,night,Thursday,0
91313651872045503_5591759050,#GalaxyS25,2025-01-07 22:00:00,51,1,52,22,evening,Tuesday,0
66244070796172295_8999368219,#GalaxyS25,2025-02-02 09:00:00,1129,37,1166,9,morning,Sunday,2
52124883190203164_4148142498,#GalaxyS25,2024-11-28 00:00:00,179,8,187,0,night,Thursday,0
16810046244517748_7058789941,#GalaxyS25,2024-12-17 21:00:00,152,2,154,21,evening,Tuesday,0
97302516329722550_7687558169,#GalaxyS25,2025-02-06 05:00:00,129,5,134,5,night,Thursday,0
84902926554569402_9047033961,#GalaxyS25,2025-02-06 15:00:00,62,1,63,15,afternoon,Thursday,0
52778460611852263_6151351690,#GalaxyS25,2025-01-09 21:00:00,210,4,214,21,evening,Thursday,0
92027050993836265_5724071580,#GalaxyS25,2025-01-30 10:00:00,285,6,291,10,morning,Thursday,0
29768106209875881_0672433372,#GalaxyS25,2024-11-27 21:00:00,393,14,407,21,evening,Wednesday,1
53188970886641213_5640606228,#GalaxyS25,2024-12-26 18:00:00,246,9,255,18,evening,Thursday,0
18200731317625871_3401913877,#GalaxyS25,2024-12-28 13:00:00,393,10,403,13,afternoon,Saturday,1
09367424023640590_0679722827,#GalaxyS25,2024-12-11 17:00:00,112,2,114,17,afternoon,Wednesday,0
36877810468329803_1787521295,#GalaxyS25,2024-12-16 11:00:00,113,2,115,11,morning,Monday,0
44100636657159376_7357997942,#GalaxyS25,2024-11-30 18:00:00,473,18,491,18,evening,Saturday,1
73541141469866443_7864070514,#GalaxyS25,2024-12-16 01:00:00,207,5,212,1,night,Monday,0
78100528753757181_0578231500,#GalaxyS25,2024-11-25 18:00:00,135,2,137,18,evening,Monday,0
68277448939127584_6692562395,#GalaxyS25,2025-01-14 11:00:00,166,5,171,11,morning,Tuesday,0
70816367277971716_9793727724,#GalaxyS25,2025-01-17 19:00:00,1048,46,1094,19,evening,Friday,1
39893440411607126_9345127672,#GalaxyS25,2024-12-13 03:00:00,94,1,95,3,night,Friday,0
78534915345174064_1429516746,#GalaxyS25,2025-01-07 18:00:00,87,4,91,18,evening,Tuesday,0
42767668461538133_2058466332,#GalaxyS25,2025-01-20 18:00:00,177,6,183,18,evening,Monday,0
88716611934691507_9698665368,#GalaxyS25,2024-12-14 22:00:00,184,11,195,22,evening,Saturday,0
91957448289918578_5851966484,#GalaxyS25,2025-02-03 07:00:00,244,5,249,7,morning,Monday,0
90501550570092830_0913694055,#GalaxyS25,2024-12-17 06:00:00,96,6,102,6,morning,Tuesday,0
43098946396393355_7932791832,#GalaxyS25,2024-12-09 12:00:00,264,6,270,12,afternoon,Monday,0
83901501223414779_9296795644,#GalaxyS25,2025-01-16 01:00:00,921,34,955,1,night,Thursday,1
55444897136653162_6709839814,#GalaxyS25,2025-02-14 14:00:00,276,9,285,14,afternoon,Friday,0
15522464135971752_3528388296,#GalaxyS25,2024-12-01 22:00:00,36,1,37,22,evening,Sunday,0
79556777007492464_1344571869,#GalaxyS25,2025-02-12 19:00:00,627,21,648,19,evening,Wednesday,1
73352894836072166_4864937270,#GalaxyS25,2024-12-31 01:00:00,1021,25,1046,1,night,Tuesday,1
01309270753005457_1887126830,#GalaxyS25,2024-11-27 10:00:00,122,4,126,10,morning,Wednesday,0
71335649440412411_5791782386,#GalaxyS25,2025-02-08 12:00:00,315,9,324,12,afternoon,Saturday,0
73531645427521001_8749846763,#GalaxyS25,2025-01-24 10:00:00,1021,34,1055,10,morning,Friday,1
18134458089188887_0741598194,#GalaxyS25,2024-11-25 11:00:00,309,9,318,11,morning,Monday,0
20482742532093501_2339741671,#GalaxyS25,2025-01-15 13:00:00,187,8,195,13,afternoon,Wednesday,0
33296700120561289_4814555663,#GalaxyS25,2024-12-07 23:00:00,215,4,219,23,evening,Saturday,0
91452802955685589_1916317418,#GalaxyS25,2024-12-02 20:00:00,169,5,174,20,evening,Monday,0
14330708277071055_8262977894,#GalaxyS25,2025-02-20 10:00:00,347,12,359,10,morning,Thursday,0
85161837761747076_1717735925,#GalaxyS25,2024-12-17 02:00:00,527,19,546,2,night,Tuesday,1
09560109211716729_6027539727,#GalaxyS25,2025-02-18 13:00:00,419,11,430,13,afternoon,Tuesday,1
06819623798438891_0911951731,#GalaxyS25,2025-01-04 13:00:00,1969,61,2030,13,afternoon,Saturday,2
65599852569365064_0926975827,#GalaxyS25,2025-02-02 00:00:00,0,0,0,0,night,Sunday,0
96742855917114714_3719189140,#GalaxyS25,2025-01-23 07:00:00,212,7,219,7,morning,Thursday,0
86322671744020885_1013166966,#GalaxyS25,2025-01-24 18:00:00,2145,81,2226,18,evening,Friday,2
27356644728618669_4966461864,#GalaxyS25,2025-01-14 12:00:00,180,8,188,12,afternoon,Tuesday,0
97542401964072437_9176213982,#GalaxyS25,2024-12-29 20:00:00,108,2,110,20,evening,Sunday,0
88180104873003859_6585772532,#GalaxyS25,2024-12-14 07:00:00,197,9,206,7,morning,Saturday,0
93903303656631319_2196095314,#GalaxyS25,2024-11-27 06:00:00,616,12,628,6,morning,Wednesday,1
75023844704519451_5759067164,#GalaxyS25,2025-02-12 06:00:00,136,4,140,6,morning,Wednesday,0
51070450637983724_2887418959,#GalaxyS25,2025-02-19 08:00:00,1009,41,1050,8,morning,Wednesday,1
79322181297852202_4757016974,#GalaxyS25,2024-12-29 16:00:00,193,5,198,16,afternoon,Sunday,0
12058669452379231_6162130880,#GalaxyS25,2024-12-27 09:00:00,68,1,69,9,morning,Friday,0
62363888447158128_1030847985,#GalaxyS25,2024-12-09 22:00:00,11,0,11,22,evening,Monday,0
40028199735189316_2132690448,#GalaxyS25,2024-12-12 14:00:00,111,2,113,14,afternoon,Thursday,0
96198427119185815_5000068835,#GalaxyS25,2025-01-20 12:00:00,540,19,559,12,afternoon,Monday,1
06371511381713862_4139416867,#GalaxyS25,2024-11-29 19:00:00,521,14,535,19,evening,Friday,1
87417082926533321_3785370161,#GalaxyS25,2025-02-08 00:00:00,274,7,281,0,night,Saturday,0
75415153934181322_7255979182,#GalaxyS25,2024-12-24 06:00:00,96,3,99,6,morning,Tuesday,0
67187585915865462_5272229869,#GalaxyS25,2025-02-09 20:00:00,90,2,92,20,evening,Sunday,0
90725485139225065_3210849353,#GalaxyS25,2025-01-14 11:00:00,312,6,318,11,morning,Tuesday,0
02110956168237664_4929860865,#GalaxyS25,2024-11-24 18:00:00,632,22,654,18,evening,Sunday,1
77739651525316581_5220488259,#GalaxyS25,2024-11-27 00:00:00,369,10,379,0,night,Wednesday,0
63298607141412565_0562052212,#GalaxyS25,2025-02-05 18:00:00,161,6,167,18,evening,Wednesday,0
87518238946631269_6997578877,#GalaxyS25,2025-01-04 23:00:00,151,4,155,23,evening,Saturday,0
10087906969942622_7388302145,#GalaxyS25,2024-11-28 06:00:00,560,18,578,6,morning,Thursday,1
03906379616927485_5766902743,#GalaxyS25,2024-11-24 00:00:00,153,5,158,0,night,Sunday,0
35090877140547328_9782949633,#GalaxyS25,2024-12-11 12:00:00,315,9,324,12,afternoon,Wednesday,0
93320011960527166_3283744715,#GalaxyS25,2025-01-27 16:00:00,127,8,135,16,afternoon,Monday,0
52981885144972798_8354833751,#GalaxyS25,2025-01-28 10:00:00,52,3,55,10,morning,Tuesday,0
25500355108758369_0638592543,#GalaxyS25,2025-01-11 18:00:00,72,3,75,18,evening,Saturday,0
71098345128873310_0793235235,#GalaxyS25,2025-02-18 04:00:00,221,8,229,4,night,Tuesday,0
18631087799050933_1455933427,#GalaxyS25,2025-01-27 19:00:00,378,9,387,19,evening,Monday,1
61748452899314109_8212149616,#GalaxyS25,2025-01-13 06:00:00,1597,48,1645,6,morning,Monday,2
75074693639227212_3244939527,#GalaxyS25,2025-01-14 13:00:00,73,1,74,13,afternoon,Tuesday,0
41589179355637036_9535069258,#GalaxyS25,2025-01-31 16:00:00,210,1,211,16,afternoon,Friday,0
98688337630280842_7532400775,#GalaxyS25,2025-01-30 14:00:00,598,18,616,14,afternoon,Thursday,1
80978642679582834_4692034984,#GalaxyS25,2025-01-21 01:00:00,42,0,42,1,night,Tuesday,0
60170245299509114_2617845043,#GalaxyS25,2024-12-20 07:00:00,308,6,314,7,morning,Friday,0
73509650309600332_8670262844,#GalaxyS25,2024-12-07 09:00:00,318,9,327,9,morning,Saturday,0
99161070789552771_9826442690,#GalaxyS25,2024-12-24 02:00:00,313,11,324,2,night,Tuesday,0
66770600670453616_9459645690,#GalaxyS25,2025-01-08 14:00:00,155,3,158,14,afternoon,Wednesday,0
65279488678138814_3410155028,#GalaxyS25,2024-12-27 14:00:00,221,6,227,14,afternoon,Friday,0
28981016294091601_8192175743,#GalaxyS25,2025-01-18 20:00:00,784,21,805,20,evening,Saturday,1
06476318221604713_4423319998,#GalaxyS25,2024-12-20 10:00:00,103,3,106,10,morning,Friday,0
45960013057509615_9007653309,#GalaxyS25,2024-12-29 21:00:00,30,0,30,21,evening,Sunday,0
50503957275784714_0891915165,#GalaxyS25,2025-01-11 16:00:00,161,6,167,16,afternoon,Saturday,0
33472604273165648_0312543879,#GalaxyS25,2024-12-27 22:00:00,291,5,296,22,evening,Friday,0
39784492894327509_7980707858,#GalaxyS25,2025-01-27 14:00:00,0,0,0,14,afternoon,Monday,0
64700810178807416_7748111772,#GalaxyS25,2025-01-27 15:00:00,562,12,574,15,afternoon,Monday,1
62079029484544834_8191775443,#GalaxyS25,2024-12-08 01:00:00,175,6,181,1,night,Sunday,0
10160919907522118_1778557001,#GalaxyS25,2025-01-18 04:00:00,87,1,88,4,night,Saturday,0
16678613068432684_3815175955,#GalaxyS25,2025-01-18 13:00:00,232,7,239,13,afternoon,Saturday,0
80884697712021961_2767824508,#GalaxyS25,2024-12-17 05:00:00,240,4,244,5,night,Tuesday,0
20644656365054421_6280043919,#GalaxyS25,2025-02-06 20:00:00,248,9,257,20,evening,Thursday,0
27793910603151217_4515529925,#GalaxyS25,2024-12-23 15:00:00,146,8,154,15,afternoon,Monday,0
10204143841368289_4271126375,#GalaxyS25,2025-01-17 08:00:00,258,7,265,8,morning,Friday,0
32588823722929378_6986337761,#GalaxyS25,2025-02-05 21:00:00,51,2,53,21,evening,Wednesday,0
28928623559573464_1171814377,#GalaxyS25,2024-12-27 13:00:00,126,6,132,13,afternoon,Friday,0
